product_id,name,description,price,cost,category_id,sku,inventory_count,weight,is_active
273,Pattern Never 273,Quality never for everyday use.,239.55,109.21,74,SKU-DU-0000273,108,19.76,true
274,Three Certainly 274,Quality certainly for everyday use.,475.32,273.99,44,SKU-EE-0000274,59,19.43,true
275,Land Forward 275,Quality forward for everyday use.,175.29,99.17,469,SKU-UE-0000275,137,18.39,true
276,Surface Firm 276,Quality firm for everyday use.,93.54,56.94,278,SKU-DA-0000276,72,15.13,true
277,Record Message 277,Quality message for everyday use.,340.97,174.53,219,SKU-MR-0000277,201,12.23,true
278,Work Catch 278,Quality catch for everyday use.,423.92,175.00,369,SKU-TX-0000278,165,3.53,true
279,Wish Test 279,Quality test for everyday use.,25.88,16.71,192,SKU-RU-0000279,265,10.91,true
280,Seat Service 280,Quality service for everyday use.,228.11,125.34,64,SKU-FJ-0000280,269,15.33,true
281,To One 281,Quality one for everyday use.,446.88,295.18,365,SKU-HB-0000281,0,10.47,false
282,Indicate Turn 282,Quality turn for everyday use.,376.30,166.88,88,SKU-ZF-0000282,62,17.38,true
283,Catch Meeting 283,Quality meeting for everyday use.,495.94,201.11,277,SKU-LJ-0000283,81,2.28,true
284,Especially Kid 284,Quality kid for everyday use.,268.51,134.07,475,SKU-BX-0000284,97,7.68,true
285,Point Party 285,Quality party for everyday use.,332.03,193.45,469,SKU-FC-0000285,46,10.17,true
286,Film Process 286,Quality process for everyday use.,155.42,86.67,181,SKU-JD-0000286,157,8.70,true
287,Set Expert 287,Quality expert for everyday use.,474.07,343.28,391,SKU-ZE-0000287,275,2.26,true
288,Consumer Test 288,Quality test for everyday use.,186.96,103.04,307,SKU-HG-0000288,154,3.16,true
289,Let Suffer 289,Quality suffer for everyday use.,370.81,227.00,240,SKU-AA-0000289,164,16.77,true
290,Assume Upon 290,Quality upon for everyday use.,205.14,130.76,70,SKU-NF-0000290,235,9.74,true
291,Citizen Read 291,Quality read for everyday use.,283.53,115.89,189,SKU-CG-0000291,274,1.07,true
292,Thought Question 292,Quality question for everyday use.,361.56,219.12,326,SKU-GL-0000292,165,0.43,true
293,Paper Mission 293,Quality mission for everyday use.,257.40,138.46,494,SKU-ZH-0000293,111,9.52,true
294,Sister Only 294,Quality only for everyday use.,454.09,258.16,3,SKU-SU-0000294,205,3.37,true
295,Occur Light 295,Quality light for everyday use.,213.12,93.80,359,SKU-BN-0000295,12,14.13,true
296,Suggest Player 296,Quality player for everyday use.,325.64,232.22,424,SKU-LN-0000296,246,15.93,false
297,Subject Way 297,Quality way for everyday use.,175.12,136.06,476,SKU-EM-0000297,471,4.64,true
298,Later Energy 298,Quality energy for everyday use.,207.62,84.90,212,SKU-CY-0000298,199,11.88,true
299,Fish Prevent 299,Quality prevent for everyday use.,223.37,143.08,60,SKU-QA-0000299,54,3.17,true
300,Film High 300,Quality high for everyday use.,68.14,48.08,136,SKU-NY-0000300,354,6.14,true
301,Trouble Industry 301,Quality industry for everyday use.,51.30,26.36,426,SKU-TG-0000301,63,17.79,false
302,Speak Tax 302,Quality tax for everyday use.,335.73,240.05,439,SKU-XE-0000302,97,10.93,false
303,Rule Difficult 303,Quality difficult for everyday use.,329.82,215.35,319,SKU-FD-0000303,73,17.73,true
304,Staff Keep 304,Quality keep for everyday use.,333.47,257.33,62,SKU-YT-0000304,442,4.58,true
305,Gun Table 305,Quality table for everyday use.,15.75,12.48,61,SKU-NS-0000305,491,6.67,true
306,Now Effect 306,Quality effect for everyday use.,167.30,69.75,240,SKU-GB-0000306,285,9.47,true
307,Scientist Life 307,Quality life for everyday use.,103.71,59.94,295,SKU-WZ-0000307,309,9.65,true
308,Enter Whom 308,Quality whom for everyday use.,390.40,241.58,17,SKU-AB-0000308,323,19.95,true
309,Group How 309,Quality how for everyday use.,431.14,197.76,344,SKU-PB-0000309,305,2.38,true
310,Drop Least 310,Quality least for everyday use.,127.85,68.34,273,SKU-TY-0000310,272,17.05,true
311,Garden Idea 311,Quality idea for everyday use.,335.91,267.07,7,SKU-GH-0000311,494,17.29,false
312,Within Quite 312,Quality quite for everyday use.,69.90,28.41,48,SKU-WJ-0000312,367,11.11,true
313,Which Guy 313,Quality guy for everyday use.,141.92,82.46,228,SKU-FC-0000313,44,6.95,false
314,Into Pattern 314,Quality pattern for everyday use.,74.49,54.90,362,SKU-WY-0000314,196,10.43,true
315,Can Their 315,Quality their for everyday use.,146.05,77.34,413,SKU-BV-0000315,488,5.92,true
316,Concern Address 316,Quality address for everyday use.,339.31,200.84,216,SKU-DD-0000316,202,16.00,true
317,Skin Government 317,Quality government for everyday use.,455.69,360.55,148,SKU-KL-0000317,102,10.02,true
318,Include Media 318,Quality media for everyday use.,106.04,62.56,485,SKU-WS-0000318,435,18.52,true
319,Any Least 319,Quality least for everyday use.,273.78,123.85,230,SKU-DQ-0000319,312,12.49,false
320,Professor High 320,Quality high for everyday use.,352.48,148.28,158,SKU-XR-0000320,281,10.33,true
321,Soldier Couple 321,Quality couple for everyday use.,476.73,370.98,222,SKU-FD-0000321,210,14.25,true
322,Perform Represent 322,Quality represent for everyday use.,307.36,155.62,7,SKU-LM-0000322,62,10.13,true
323,Pattern Interest 323,Quality interest for everyday use.,132.01,79.42,151,SKU-JC-0000323,192,18.10,true
324,Include Oil 324,Quality oil for everyday use.,314.98,137.42,258,SKU-CN-0000324,219,3.77,true
325,Indicate Idea 325,Quality idea for everyday use.,164.31,93.57,460,SKU-YQ-0000325,466,19.47,true
326,Surface Year 326,Quality year for everyday use.,488.20,376.91,370,SKU-LY-0000326,153,16.26,true
327,Require Enter 327,Quality enter for everyday use.,203.43,122.25,391,SKU-ST-0000327,74,17.23,true
328,What Property 328,Quality property for everyday use.,344.59,271.69,273,SKU-PU-0000328,214,9.71,false
329,Concern Marriage 329,Quality marriage for everyday use.,17.46,8.79,56,SKU-NQ-0000329,499,16.76,true
330,Similar Impact 330,Quality impact for everyday use.,203.62,122.54,196,SKU-QU-0000330,241,6.20,true
331,Explain Attorney 331,Quality attorney for everyday use.,438.29,326.01,499,SKU-XH-0000331,189,15.26,true
332,Nothing Nearly 332,Quality nearly for everyday use.,307.44,178.10,23,SKU-SA-0000332,334,2.89,true
333,Eat Discover 333,Quality discover for everyday use.,225.30,115.31,440,SKU-NX-0000333,325,6.21,true
334,Imagine Everybody 334,Quality everybody for everyday use.,468.34,347.60,343,SKU-RG-0000334,149,8.97,true
335,Detail Either 335,Quality either for everyday use.,427.86,237.87,142,SKU-QJ-0000335,484,6.51,true
336,Big Half 336,Quality half for everyday use.,165.16,101.13,389,SKU-LF-0000336,297,7.80,true
337,Benefit Bit 337,Quality bit for everyday use.,275.00,217.42,419,SKU-QE-0000337,28,16.42,true
338,Reason Test 338,Quality test for everyday use.,247.96,117.68,22,SKU-LY-0000338,204,5.21,false
339,Modern Author 339,Quality author for everyday use.,318.30,165.69,54,SKU-UK-0000339,462,14.93,true
340,Design Approach 340,Quality approach for everyday use.,171.04,70.54,333,SKU-ZA-0000340,197,1.57,false
341,Pass Rock 341,Quality rock for everyday use.,126.63,70.50,500,SKU-ZJ-0000341,284,15.34,true
342,Huge Realize 342,Quality realize for everyday use.,456.85,219.32,12,SKU-VY-0000342,306,15.86,true
343,Nearly Agency 343,Quality agency for everyday use.,462.38,310.73,333,SKU-QQ-0000343,352,8.09,true
344,Tv Worry 344,Quality worry for everyday use.,422.59,199.69,69,SKU-TF-0000344,437,14.48,true
345,Without Write 345,Quality write for everyday use.,489.22,327.74,326,SKU-EJ-0000345,74,18.31,true
346,Any Size 346,Quality size for everyday use.,374.02,189.03,312,SKU-MT-0000346,258,16.03,true
347,Author Least 347,Quality least for everyday use.,383.74,208.02,46,SKU-GP-0000347,267,7.87,true
348,Trial Explain 348,Quality explain for everyday use.,382.71,206.49,341,SKU-AA-0000348,76,9.74,true
349,Let Behind 349,Quality behind for everyday use.,243.41,167.15,449,SKU-ZW-0000349,337,15.61,true
350,Policy Production 350,Quality production for everyday use.,231.48,135.79,432,SKU-WH-0000350,59,5.92,true
351,Call Forward 351,Quality forward for everyday use.,124.66,67.88,15,SKU-NS-0000351,228,16.10,true
352,Concern Image 352,Quality image for everyday use.,324.53,240.49,123,SKU-GT-0000352,165,6.63,true
353,Recent Win 353,Quality win for everyday use.,148.91,93.63,121,SKU-SK-0000353,77,16.14,true
354,Especially Series 354,Quality series for everyday use.,133.35,64.75,227,SKU-LH-0000354,411,1.83,true
355,Wish Marriage 355,Quality marriage for everyday use.,295.45,224.55,72,SKU-VZ-0000355,122,0.98,true
356,Beyond Ever 356,Quality ever for everyday use.,208.52,111.99,428,SKU-ZU-0000356,127,19.95,true
357,Suffer Guy 357,Quality guy for everyday use.,114.11,47.42,389,SKU-JU-0000357,428,17.40,true
358,Soldier Rich 358,Quality rich for everyday use.,409.12,244.59,405,SKU-FX-0000358,439,17.67,true
359,Evening Know 359,Quality know for everyday use.,431.11,193.82,100,SKU-GK-0000359,17,19.03,true
360,Care Affect 360,Quality affect for everyday use.,88.83,44.01,8,SKU-CB-0000360,139,8.82,true
361,Involve Author 361,Quality author for everyday use.,9.70,6.78,456,SKU-KP-0000361,355,5.81,true
362,Service Work 362,Quality work for everyday use.,172.04,77.81,145,SKU-AW-0000362,389,2.69,true
363,Require Feel 363,Quality feel for everyday use.,399.96,289.08,329,SKU-CZ-0000363,500,10.07,true
364,Different Year 364,Quality year for everyday use.,420.54,325.82,455,SKU-GK-0000364,277,4.48,true
365,Clearly Role 365,Quality role for everyday use.,74.32,47.76,19,SKU-DV-0000365,3,18.72,true
366,Only Enter 366,Quality enter for everyday use.,388.51,265.80,3,SKU-TB-0000366,437,0.18,true
367,Expert Serious 367,Quality serious for everyday use.,63.15,43.29,3,SKU-CQ-0000367,80,2.95,true
368,All Believe 368,Quality believe for everyday use.,198.68,158.37,79,SKU-WC-0000368,60,5.00,true
369,Charge Let 369,Quality let for everyday use.,499.30,267.93,26,SKU-FP-0000369,337,4.06,true
370,Can Best 370,Quality best for everyday use.,101.13,47.04,410,SKU-CH-0000370,302,4.59,true
371,Wrong Rule 371,Quality rule for everyday use.,82.05,49.86,303,SKU-AM-0000371,30,13.16,true
372,Firm Never 372,Quality never for everyday use.,214.85,131.77,491,SKU-TK-0000372,84,6.62,true
373,Series Society 373,Quality society for everyday use.,312.11,147.06,401,SKU-GL-0000373,295,12.34,true
374,Appear Office 374,Quality office for everyday use.,466.84,301.23,482,SKU-ND-0000374,127,17.82,true
375,Good Old 375,Quality old for everyday use.,490.52,198.98,120,SKU-CE-0000375,342,12.09,true
376,Store Eat 376,Quality eat for everyday use.,40.39,31.14,144,SKU-ZT-0000376,206,13.92,true
377,Once Once 377,Quality once for everyday use.,74.16,37.51,425,SKU-DH-0000377,294,7.37,true
378,Rise Kitchen 378,Quality kitchen for everyday use.,396.61,164.92,123,SKU-KE-0000378,237,3.28,true
379,But Consider 379,Quality consider for everyday use.,139.68,61.92,29,SKU-WY-0000379,182,6.48,true
380,Concern Maintain 380,Quality maintain for everyday use.,443.11,219.83,335,SKU-FA-0000380,171,19.29,true
381,Including Determine 381,Quality determine for everyday use.,333.74,170.06,401,SKU-GP-0000381,349,12.47,true
382,Experience Ball 382,Quality ball for everyday use.,61.24,25.30,485,SKU-VJ-0000382,257,5.62,true
383,Upon Four 383,Quality four for everyday use.,417.26,213.53,464,SKU-GF-0000383,297,9.07,true
384,When Same 384,Quality same for everyday use.,93.11,44.43,61,SKU-AA-0000384,289,16.73,true
385,Religious Light 385,Quality light for everyday use.,215.20,118.67,387,SKU-LQ-0000385,104,13.40,true
386,Without Explain 386,Quality explain for everyday use.,278.77,154.46,424,SKU-AE-0000386,457,11.26,true
387,She Into 387,Quality into for everyday use.,253.37,135.71,350,SKU-XZ-0000387,282,17.71,true
388,As Benefit 388,Quality benefit for everyday use.,344.95,183.23,410,SKU-RN-0000388,359,13.48,true
389,Degree Maintain 389,Quality maintain for everyday use.,328.42,143.16,419,SKU-PJ-0000389,441,12.89,true
390,If Professor 390,Quality professor for everyday use.,496.06,203.43,224,SKU-EK-0000390,463,3.88,true
391,South Nearly 391,Quality nearly for everyday use.,499.70,240.28,21,SKU-SR-0000391,334,2.22,true
392,Traditional Month 392,Quality month for everyday use.,261.12,183.48,229,SKU-SQ-0000392,394,19.31,true
393,Indeed Explain 393,Quality explain for everyday use.,53.02,42.22,101,SKU-BR-0000393,236,12.02,true
394,Imagine Catch 394,Quality catch for everyday use.,365.54,281.98,57,SKU-XR-0000394,369,8.37,true
395,To Me 395,Quality me for everyday use.,488.46,293.90,63,SKU-PF-0000395,161,11.82,true
396,Never Worry 396,Quality worry for everyday use.,163.24,100.02,349,SKU-VL-0000396,356,1.33,false
397,Turn Money 397,Quality money for everyday use.,233.83,122.96,253,SKU-GM-0000397,43,16.46,true
398,Oil Either 398,Quality either for everyday use.,215.83,153.15,270,SKU-CY-0000398,458,4.41,true
399,Perform Site 399,Quality site for everyday use.,31.39,22.16,373,SKU-SH-0000399,122,16.11,true
400,Although Fight 400,Quality fight for everyday use.,338.09,249.41,275,SKU-VB-0000400,328,10.73,true
401,Yet Report 401,Quality report for everyday use.,180.54,136.89,316,SKU-KR-0000401,5,5.60,true
402,Drop Month 402,Quality month for everyday use.,395.00,226.63,44,SKU-AT-0000402,78,0.70,false
403,Point Cup 403,Quality cup for everyday use.,417.06,294.76,426,SKU-VQ-0000403,494,16.34,true
404,Relate Wear 404,Quality wear for everyday use.,411.68,297.46,225,SKU-ET-0000404,417,3.61,false
405,Without Win 405,Quality win for everyday use.,211.82,110.86,78,SKU-JT-0000405,111,1.13,true
406,Big Air 406,Quality air for everyday use.,164.83,127.20,407,SKU-RC-0000406,65,15.14,true
407,Pass Evening 407,Quality evening for everyday use.,375.91,164.55,368,SKU-CA-0000407,408,7.07,true
408,Return Building 408,Quality building for everyday use.,401.88,320.58,27,SKU-BH-0000408,496,7.85,true
409,Know Everyone 409,Quality everyone for everyday use.,248.67,176.07,97,SKU-AY-0000409,84,5.02,true
410,Future Matter 410,Quality matter for everyday use.,447.15,195.54,8,SKU-XE-0000410,332,17.20,true
411,High Protect 411,Quality protect for everyday use.,77.08,51.06,136,SKU-HT-0000411,142,6.02,true
412,Yes Sense 412,Quality sense for everyday use.,440.25,182.12,50,SKU-RP-0000412,372,4.28,true
413,Least Forward 413,Quality forward for everyday use.,53.46,37.85,355,SKU-ZR-0000413,209,6.25,true
414,Affect Sense 414,Quality sense for everyday use.,81.83,58.89,262,SKU-SN-0000414,62,4.14,true
415,Part Team 415,Quality team for everyday use.,269.71,172.87,491,SKU-NG-0000415,162,6.42,true
416,Later Board 416,Quality board for everyday use.,39.34,29.22,375,SKU-NY-0000416,269,1.75,true
417,Sea Ball 417,Quality ball for everyday use.,32.08,14.09,306,SKU-KD-0000417,399,3.25,true
418,Surface Six 418,Quality six for everyday use.,6.25,3.19,255,SKU-QU-0000418,10,8.40,true
419,Question Unit 419,Quality unit for everyday use.,221.53,125.31,28,SKU-ZP-0000419,479,17.60,true
420,Civil Every 420,Quality every for everyday use.,388.65,162.06,36,SKU-UG-0000420,325,1.24,true
421,Away Capital 421,Quality capital for everyday use.,23.20,13.44,309,SKU-LL-0000421,438,4.33,true
422,Remember Natural 422,Quality natural for everyday use.,328.21,166.10,3,SKU-HT-0000422,465,18.18,true
423,Enter Gas 423,Quality gas for everyday use.,412.61,229.86,22,SKU-XH-0000423,76,17.81,true
424,Difficult Assume 424,Quality assume for everyday use.,88.98,50.72,110,SKU-DV-0000424,46,13.62,false
425,Front Fish 425,Quality fish for everyday use.,78.54,59.04,443,SKU-WY-0000425,389,4.89,true
426,Word Imagine 426,Quality imagine for everyday use.,431.23,219.12,230,SKU-GT-0000426,94,8.45,true
427,Option Sell 427,Quality sell for everyday use.,412.61,312.55,355,SKU-TU-0000427,74,4.30,true
428,There Thank 428,Quality thank for everyday use.,272.23,155.28,206,SKU-VY-0000428,234,2.66,true
429,Threat Determine 429,Quality determine for everyday use.,410.67,218.12,87,SKU-MB-0000429,457,7.66,true
430,People Main 430,Quality main for everyday use.,51.81,31.14,186,SKU-EX-0000430,398,11.56,true
431,Address Safe 431,Quality safe for everyday use.,200.86,113.91,46,SKU-WA-0000431,259,7.26,true
432,Simple Theory 432,Quality theory for everyday use.,370.46,186.32,386,SKU-JF-0000432,98,12.26,true
433,Site Trouble 433,Quality trouble for everyday use.,133.17,80.04,92,SKU-HR-0000433,168,6.00,false
434,Message Part 434,Quality part for everyday use.,377.64,173.99,189,SKU-NM-0000434,344,6.98,true
435,Argue Almost 435,Quality almost for everyday use.,255.05,137.92,491,SKU-LR-0000435,78,15.83,true
436,Senior Industry 436,Quality industry for everyday use.,376.62,235.88,296,SKU-SB-0000436,262,17.58,true
437,Series Condition 437,Quality condition for everyday use.,235.54,133.17,230,SKU-DJ-0000437,5,6.51,true
438,Garden Structure 438,Quality structure for everyday use.,187.73,136.96,272,SKU-LZ-0000438,162,11.47,true
439,Car Body 439,Quality body for everyday use.,114.27,57.44,393,SKU-XR-0000439,124,5.64,false
440,Rock Must 440,Quality must for everyday use.,108.93,85.83,128,SKU-AC-0000440,341,1.16,true
441,If Change 441,Quality change for everyday use.,377.23,269.30,319,SKU-LQ-0000441,457,14.78,true
442,Same Nothing 442,Quality nothing for everyday use.,64.73,50.94,437,SKU-RD-0000442,73,3.50,false
443,Discuss Personal 443,Quality personal for everyday use.,48.47,35.64,287,SKU-XM-0000443,399,8.57,true
444,Candidate Artist 444,Quality artist for everyday use.,93.08,42.52,224,SKU-QA-0000444,328,9.79,true
445,Edge Yet 445,Quality yet for everyday use.,92.61,56.55,73,SKU-VP-0000445,485,3.77,true
446,Stuff Sound 446,Quality sound for everyday use.,412.61,193.10,125,SKU-FH-0000446,456,1.98,true
447,Point Street 447,Quality street for everyday use.,202.85,147.53,474,SKU-JA-0000447,50,7.03,true
448,Network Way 448,Quality way for everyday use.,495.24,313.82,271,SKU-YV-0000448,372,19.05,true
449,Country Best 449,Quality best for everyday use.,73.77,37.28,151,SKU-XJ-0000449,296,12.34,true
450,Watch Suffer 450,Quality suffer for everyday use.,328.84,253.81,210,SKU-PL-0000450,56,7.69,true
451,Thought Support 451,Quality support for everyday use.,227.66,101.55,290,SKU-MQ-0000451,128,0.87,true
452,Law Party 452,Quality party for everyday use.,200.09,125.17,269,SKU-LU-0000452,464,12.05,true
453,Style Girl 453,Quality girl for everyday use.,438.28,301.72,350,SKU-BE-0000453,272,1.94,true
454,Federal Evidence 454,Quality evidence for everyday use.,487.93,206.66,129,SKU-XX-0000454,169,10.90,true
455,Spring Explain 455,Quality explain for everyday use.,437.18,279.42,325,SKU-VJ-0000455,160,15.06,true
456,Group Keep 456,Quality keep for everyday use.,100.99,73.36,222,SKU-LA-0000456,419,8.53,true
457,Smile Author 457,Quality author for everyday use.,115.06,49.13,471,SKU-GT-0000457,142,6.06,true
458,Control Once 458,Quality once for everyday use.,330.09,199.67,79,SKU-JM-0000458,79,1.04,true
459,Play Activity 459,Quality activity for everyday use.,148.80,74.91,75,SKU-CM-0000459,287,0.59,true
460,All Upon 460,Quality upon for everyday use.,368.94,245.41,231,SKU-TP-0000460,497,8.66,true
461,Professor Up 461,Quality up for everyday use.,285.80,127.89,255,SKU-PX-0000461,91,17.68,true
462,Quality Three 462,Quality three for everyday use.,278.14,215.51,346,SKU-FH-0000462,127,4.96,true
463,Remain Education 463,Quality education for everyday use.,415.29,314.74,203,SKU-QM-0000463,235,11.52,true
464,Series Only 464,Quality only for everyday use.,356.99,169.35,457,SKU-ZB-0000464,100,13.72,true
465,Player Oil 465,Quality oil for everyday use.,19.12,10.12,238,SKU-CJ-0000465,326,1.31,true
466,Choose Natural 466,Quality natural for everyday use.,30.42,19.32,65,SKU-MX-0000466,127,3.15,true
467,Key Whom 467,Quality whom for everyday use.,303.16,208.34,60,SKU-ML-0000467,64,6.69,false
468,My Yes 468,Quality yes for everyday use.,246.17,142.06,487,SKU-EL-0000468,130,13.43,true
469,Month Necessary 469,Quality necessary for everyday use.,134.52,62.22,68,SKU-NQ-0000469,466,8.84,true
470,Pay Argue 470,Quality argue for everyday use.,212.81,93.99,474,SKU-QL-0000470,468,14.71,true
471,Over After 471,Quality after for everyday use.,380.40,304.28,140,SKU-DD-0000471,253,17.37,true
472,Sister Meet 472,Quality meet for everyday use.,414.34,241.20,47,SKU-DQ-0000472,200,15.19,true
473,Mean Operation 473,Quality operation for everyday use.,283.23,212.14,153,SKU-WX-0000473,410,19.85,true
474,Many Appear 474,Quality appear for everyday use.,196.36,116.43,308,SKU-HB-0000474,97,15.11,true
475,Rule Reason 475,Quality reason for everyday use.,139.71,107.43,214,SKU-RA-0000475,327,17.06,true
476,Professor Also 476,Quality also for everyday use.,263.82,114.79,393,SKU-RK-0000476,340,16.66,true
477,Two Discuss 477,Quality discuss for everyday use.,161.48,71.96,306,SKU-WR-0000477,355,14.63,true
478,Management Radio 478,Quality radio for everyday use.,284.65,219.71,201,SKU-TK-0000478,109,16.06,true
479,Sign Interview 479,Quality interview for everyday use.,340.26,265.06,318,SKU-WN-0000479,358,18.70,true
480,She Investment 480,Quality investment for everyday use.,38.63,20.32,486,SKU-RJ-0000480,306,9.56,true
481,Reach Teach 481,Quality teach for everyday use.,6.52,3.53,206,SKU-LW-0000481,438,12.80,true
482,Month Improve 482,Quality improve for everyday use.,110.85,64.40,77,SKU-KA-0000482,87,10.35,true
483,People Office 483,Quality office for everyday use.,447.88,253.71,205,SKU-KK-0000483,307,17.04,true
484,Rich Night 484,Quality night for everyday use.,325.26,154.83,421,SKU-LB-0000484,415,8.68,true
485,Right Age 485,Quality age for everyday use.,90.94,69.06,109,SKU-DH-0000485,139,16.41,false
486,Husband Civil 486,Quality civil for everyday use.,445.78,223.48,475,SKU-LA-0000486,372,16.01,true
487,School Oil 487,Quality oil for everyday use.,238.15,162.44,295,SKU-KH-0000487,49,19.24,true
488,Control Boy 488,Quality boy for everyday use.,241.18,102.95,301,SKU-AG-0000488,359,5.05,true
489,Usually Reach 489,Quality reach for everyday use.,468.15,194.52,159,SKU-GD-0000489,303,14.22,true
490,Tell Surface 490,Quality surface for everyday use.,35.38,23.40,461,SKU-UB-0000490,96,15.16,true
491,Guy Ball 491,Quality ball for everyday use.,112.29,60.14,19,SKU-PR-0000491,33,18.73,true
492,Light Appear 492,Quality appear for everyday use.,295.36,195.58,150,SKU-VP-0000492,373,18.15,true
493,Pay Usually 493,Quality usually for everyday use.,102.56,44.88,210,SKU-PU-0000493,120,11.51,true
494,Without Treatment 494,Quality treatment for everyday use.,341.68,266.49,239,SKU-WF-0000494,249,11.63,true
495,Customer Mission 495,Quality mission for everyday use.,111.75,78.16,238,SKU-VM-0000495,30,3.43,true
496,Old Human 496,Quality human for everyday use.,54.97,41.26,74,SKU-CQ-0000496,482,19.50,true
497,Federal Else 497,Quality else for everyday use.,108.24,49.20,113,SKU-ZD-0000497,274,5.17,true
498,Production Professor 498,Quality professor for everyday use.,214.82,113.44,48,SKU-AX-0000498,466,14.52,false
499,Write Good 499,Quality good for everyday use.,93.00,50.90,287,SKU-QF-0000499,80,15.94,true
500,Dream Consumer 500,Quality consumer for everyday use.,72.53,44.60,176,SKU-VK-0000500,103,8.88,true
501,Mouth At 501,Quality at for everyday use.,430.97,223.56,283,SKU-HG-0000501,305,4.30,true
502,Office Rise 502,Quality rise for everyday use.,164.27,69.69,295,SKU-QD-0000502,302,3.86,true
503,Can Step 503,Quality step for everyday use.,184.20,100.86,352,SKU-JH-0000503,396,17.14,true
504,Policy Forget 504,Quality forget for everyday use.,33.29,16.71,274,SKU-BU-0000504,464,10.26,true
505,Civil Any 505,Quality any for everyday use.,182.53,101.19,324,SKU-AZ-0000505,411,1.89,false
506,Light Over 506,Quality over for everyday use.,136.80,65.50,294,SKU-CJ-0000506,70,14.37,false
507,Citizen Remain 507,Quality remain for everyday use.,307.57,155.25,327,SKU-CJ-0000507,155,5.08,true
508,Somebody Compare 508,Quality compare for everyday use.,107.45,69.93,309,SKU-QC-0000508,457,17.54,true
509,Say Hour 509,Quality hour for everyday use.,444.84,247.00,159,SKU-NU-0000509,275,6.26,true
510,Race Scientist 510,Quality scientist for everyday use.,465.25,250.38,124,SKU-LC-0000510,434,4.09,true
511,Nothing Value 511,Quality value for everyday use.,55.31,33.94,394,SKU-SE-0000511,282,1.79,true
512,Detail Indeed 512,Quality indeed for everyday use.,59.05,41.85,172,SKU-AL-0000512,24,10.28,true
513,Child Relate 513,Quality relate for everyday use.,62.96,34.73,275,SKU-GA-0000513,236,9.07,true
514,Rule Miss 514,Quality miss for everyday use.,312.06,198.16,99,SKU-UQ-0000514,413,15.05,true
515,Fish Test 515,Quality test for everyday use.,66.24,52.10,216,SKU-XM-0000515,328,9.35,true
516,Meeting Difficult 516,Quality difficult for everyday use.,427.07,260.00,265,SKU-LW-0000516,66,6.94,true
517,Together Push 517,Quality push for everyday use.,378.60,289.22,314,SKU-BJ-0000517,105,5.31,true
518,Area If 518,Quality if for everyday use.,410.98,294.87,264,SKU-VH-0000518,428,5.64,true
519,View To 519,Quality to for everyday use.,265.86,112.59,181,SKU-XG-0000519,490,18.56,false
520,Explain Upon 520,Quality upon for everyday use.,498.35,284.88,481,SKU-KX-0000520,377,3.39,true
521,Piece Pass 521,Quality pass for everyday use.,27.81,18.89,257,SKU-FZ-0000521,49,19.76,true
522,Research American 522,Quality american for everyday use.,204.21,162.28,405,SKU-BG-0000522,310,6.61,true
523,Special Fish 523,Quality fish for everyday use.,166.01,96.84,369,SKU-QQ-0000523,415,1.86,true
524,Either Mean 524,Quality mean for everyday use.,474.62,207.46,280,SKU-XZ-0000524,320,5.05,true
525,Imagine Sit 525,Quality sit for everyday use.,290.96,181.79,444,SKU-SR-0000525,297,1.26,true
526,Tough Avoid 526,Quality avoid for everyday use.,404.25,182.17,65,SKU-HV-0000526,234,15.82,true
527,Avoid Music 527,Quality music for everyday use.,90.14,63.15,461,SKU-RA-0000527,122,10.30,true
528,Compare According 528,Quality according for everyday use.,489.44,295.17,426,SKU-VJ-0000528,140,6.81,true
529,Production Range 529,Quality range for everyday use.,252.32,173.94,252,SKU-MM-0000529,373,13.27,true
530,Event Easy 530,Quality easy for everyday use.,249.86,186.83,367,SKU-VG-0000530,34,12.65,true
531,Cup Least 531,Quality least for everyday use.,485.61,316.41,261,SKU-KA-0000531,42,18.80,true
532,Least Forget 532,Quality forget for everyday use.,194.07,125.17,135,SKU-JC-0000532,198,19.23,true
533,Also Support 533,Quality support for everyday use.,202.37,142.03,400,SKU-PX-0000533,387,13.65,false
534,Tell Customer 534,Quality customer for everyday use.,294.86,217.31,123,SKU-MX-0000534,329,16.37,true
535,Service Site 535,Quality site for everyday use.,69.25,51.77,158,SKU-ZB-0000535,295,15.87,false
536,Wife Indicate 536,Quality indicate for everyday use.,164.61,68.24,260,SKU-NN-0000536,267,9.88,false
537,Fast Explain 537,Quality explain for everyday use.,101.43,63.14,419,SKU-KV-0000537,55,14.12,true
538,Technology Small 538,Quality small for everyday use.,57.01,27.74,192,SKU-KB-0000538,166,1.66,false
539,Expert Property 539,Quality property for everyday use.,433.87,322.86,248,SKU-PE-0000539,39,15.18,true
540,Way Real 540,Quality real for everyday use.,297.12,195.91,21,SKU-JN-0000540,379,19.24,true
541,Mr Employee 541,Quality employee for everyday use.,183.17,104.06,58,SKU-TG-0000541,376,1.79,true
542,Majority Account 542,Quality account for everyday use.,207.87,98.79,28,SKU-KB-0000542,129,16.74,true
543,New Although 543,Quality although for everyday use.,219.16,117.38,37,SKU-KP-0000543,146,18.67,true
544,Teach Simple 544,Quality simple for everyday use.,318.77,217.25,435,SKU-QH-0000544,159,4.60,true
545,Question Task 545,Quality task for everyday use.,463.81,223.44,421,SKU-BP-0000545,445,10.54,true
