order_item_id,order_id,order_date,product_id,quantity,price,discount,total
7577,1850,2026-06-25T04:40:11,641,1,213.36,10.67,202.69
7578,1850,2026-06-25T04:40:11,901,4,397.31,0.00,1589.24
7579,1850,2026-06-25T04:40:11,817,1,447.46,22.37,425.09
7580,1851,2025-07-27T06:32:40,938,2,234.41,0.00,468.82
7581,1851,2025-07-27T06:32:40,854,4,197.70,0.00,790.80
7582,1851,2025-07-27T06:32:40,919,2,207.01,0.00,414.02
7583,1851,2025-07-27T06:32:40,337,1,277.33,0.00,277.33
7584,1851,2025-07-27T06:32:40,256,1,211.64,0.00,211.64
7585,1851,2025-07-27T06:32:40,580,2,430.55,43.06,818.04
7586,1851,2025-07-27T06:32:40,190,1,369.57,36.96,332.61
7587,1852,2025-02-03T06:03:04,659,1,296.87,29.69,267.18
7588,1852,2025-02-03T06:03:04,991,2,473.38,0.00,946.76
7589,1852,2025-02-03T06:03:04,342,1,453.23,0.00,453.23
7590,1852,2025-02-03T06:03:04,344,2,412.08,0.00,824.16
7591,1852,2025-02-03T06:03:04,637,1,312.72,0.00,312.72
7592,1852,2025-02-03T06:03:04,610,1,63.64,0.00,63.64
7593,1853,2026-06-29T16:01:17,660,1,199.16,0.00,199.16
7594,1853,2026-06-29T16:01:17,403,1,425.24,21.26,403.98
7595,1853,2026-06-29T16:01:17,1,2,6.70,0.00,13.40
7596,1853,2026-06-29T16:01:17,239,1,255.42,0.00,255.42
7597,1853,2026-06-29T16:01:17,85,1,418.34,0.00,418.34
7598,1853,2026-06-29T16:01:17,166,1,329.67,0.00,329.67
7599,1853,2026-06-29T16:01:17,735,2,263.77,0.00,527.54
7600,1853,2026-06-29T16:01:17,105,2,50.59,5.06,96.12
7601,1854,2026-05-08T08:38:48,76,1,448.66,0.00,448.66
7602,1854,2026-05-08T08:38:48,202,1,405.01,0.00,405.01
7603,1854,2026-05-08T08:38:48,508,1,108.79,0.00,108.79
7604,1855,2024-06-21T02:24:05,34,1,429.95,0.00,429.95
7605,1855,2024-06-21T02:24:05,45,1,499.73,0.00,499.73
7606,1855,2024-06-21T02:24:05,899,1,124.75,0.00,124.75
7607,1855,2024-06-21T02:24:05,829,1,236.90,0.00,236.90
7608,1856,2026-05-13T14:44:34,219,1,238.91,47.78,191.13
7609,1856,2026-05-13T14:44:34,555,1,177.23,0.00,177.23
7610,1856,2026-05-13T14:44:34,765,1,392.75,0.00,392.75
7611,1856,2026-05-13T14:44:34,204,2,214.08,0.00,428.16
7612,1856,2026-05-13T14:44:34,542,1,201.21,0.00,201.21
7613,1857,2025-09-09T13:10:16,863,1,355.61,0.00,355.61
7614,1857,2025-09-09T13:10:16,56,1,168.46,0.00,168.46
7615,1857,2025-09-09T13:10:16,120,2,250.99,0.00,501.98
7616,1857,2025-09-09T13:10:16,840,1,419.74,0.00,419.74
7617,1857,2025-09-09T13:10:16,908,2,402.33,0.00,804.66
7618,1857,2025-09-09T13:10:16,669,1,417.28,20.86,396.42
7619,1857,2025-09-09T13:10:16,973,1,505.63,0.00,505.63
7620,1857,2025-09-09T13:10:16,744,1,117.35,5.87,111.48
7621,1858,2026-01-07T08:55:31,658,1,458.43,0.00,458.43
7622,1858,2026-01-07T08:55:31,24,1,72.09,0.00,72.09
7623,1858,2026-01-07T08:55:31,839,3,520.13,0.00,1560.39
7624,1859,2026-01-01T02:45:14,321,1,493.53,0.00,493.53
7625,1859,2026-01-01T02:45:14,824,2,435.16,0.00,870.32
7626,1859,2026-01-01T02:45:14,4,4,6.50,0.00,26.00
7627,1860,2026-06-29T23:52:38,454,1,465.72,0.00,465.72
7628,1860,2026-06-29T23:52:38,622,4,195.75,0.00,783.00
7629,1860,2026-06-29T23:52:38,123,2,376.13,37.61,714.65
7630,1860,2026-06-29T23:52:38,369,2,474.87,0.00,949.74
7631,1860,2026-06-29T23:52:38,84,1,330.73,0.00,330.73
7632,1861,2022-11-17T08:26:25,468,1,235.27,0.00,235.27
7633,1861,2022-11-17T08:26:25,104,1,207.92,0.00,207.92
7634,1861,2022-11-17T08:26:25,245,1,81.14,0.00,81.14
7635,1861,2022-11-17T08:26:25,514,2,308.83,61.77,555.89
7636,1861,2022-11-17T08:26:25,453,3,453.88,0.00,1361.64
7637,1862,2026-05-20T13:31:45,36,4,417.00,250.20,1417.80
7638,1862,2026-05-20T13:31:45,811,1,71.65,0.00,71.65
7639,1863,2026-02-16T22:26:52,481,1,6.35,0.00,6.35
7640,1863,2026-02-16T22:26:52,298,1,204.83,0.00,204.83
7641,1863,2026-02-16T22:26:52,287,1,476.44,0.00,476.44
7642,1863,2026-02-16T22:26:52,101,1,12.22,0.00,12.22
7643,1864,2024-12-04T04:36:22,872,1,389.40,19.47,369.93
7644,1864,2024-12-04T04:36:22,761,1,349.72,0.00,349.72
7645,1864,2024-12-04T04:36:22,91,1,308.36,0.00,308.36
7646,1865,2026-05-06T07:01:59,880,1,25.16,0.00,25.16
7647,1865,2026-05-06T07:01:59,681,1,360.69,0.00,360.69
7648,1865,2026-05-06T07:01:59,689,1,394.86,0.00,394.86
7649,1865,2026-05-06T07:01:59,82,1,312.37,0.00,312.37
7650,1866,2025-12-26T13:23:19,283,1,516.45,0.00,516.45
7651,1866,2025-12-26T13:23:19,528,3,505.95,0.00,1517.85
7652,1867,2024-11-09T19:39:51,674,1,492.65,0.00,492.65
7653,1867,2024-11-09T19:39:51,335,1,411.24,0.00,411.24
7654,1867,2024-11-09T19:39:51,802,2,120.59,0.00,241.18
7655,1867,2024-11-09T19:39:51,550,1,280.16,0.00,280.16
7656,1867,2024-11-09T19:39:51,841,3,458.05,0.00,1374.15
7657,1868,2026-05-31T23:09:39,74,1,303.51,0.00,303.51
7658,1868,2026-05-31T23:09:39,289,3,364.93,0.00,1094.79
7659,1869,2026-05-25T16:10:38,501,1,427.88,0.00,427.88
7660,1870,2026-06-09T01:32:05,786,5,90.53,0.00,452.65
7661,1870,2026-06-09T01:32:05,509,1,444.57,0.00,444.57
7662,1870,2026-06-09T01:32:05,291,3,270.49,0.00,811.47
7663,1870,2026-06-09T01:32:05,844,1,136.38,0.00,136.38
7664,1871,2026-06-20T14:38:32,36,1,443.81,0.00,443.81
7665,1872,2025-12-21T13:01:13,57,1,15.21,0.00,15.21
7666,1872,2025-12-21T13:01:13,357,1,113.16,0.00,113.16
7667,1872,2025-12-21T13:01:13,124,1,291.36,0.00,291.36
7668,1872,2025-12-21T13:01:13,309,1,447.72,0.00,447.72
7669,1872,2025-12-21T13:01:13,981,1,18.83,0.00,18.83
7670,1873,2025-01-04T12:29:33,424,2,86.85,0.00,173.70
7671,1873,2025-01-04T12:29:33,488,1,231.08,46.22,184.86
7672,1873,2025-01-04T12:29:33,399,2,32.20,0.00,64.40
7673,1873,2025-01-04T12:29:33,711,1,395.58,39.56,356.02
7674,1874,2025-12-15T16:09:35,387,2,243.11,0.00,486.22
7675,1874,2025-12-15T16:09:35,292,1,374.68,0.00,374.68
7676,1874,2025-12-15T16:09:35,16,1,121.83,12.18,109.65
7677,1874,2025-12-15T16:09:35,631,1,51.50,0.00,51.50
7678,1875,2023-10-10T10:04:43,797,1,403.35,20.17,383.18
7679,1875,2023-10-10T10:04:43,424,1,90.70,0.00,90.70
7680,1876,2026-06-14T05:30:21,315,1,141.13,0.00,141.13
7681,1876,2026-06-14T05:30:21,832,1,285.87,0.00,285.87
7682,1877,2026-06-06T11:30:47,950,1,201.20,0.00,201.20
7683,1877,2026-06-06T11:30:47,435,1,249.75,0.00,249.75
7684,1877,2026-06-06T11:30:47,205,1,229.48,0.00,229.48
7685,1877,2026-06-06T11:30:47,677,3,283.24,169.94,679.78
7686,1877,2026-06-06T11:30:47,623,2,310.97,31.10,590.84
7687,1878,2026-06-12T06:45:54,333,4,223.23,0.00,892.92
7688,1879,2026-02-23T09:51:43,810,1,144.02,14.40,129.62
7689,1879,2026-02-23T09:51:43,205,1,234.86,0.00,234.86
7690,1880,2025-08-14T20:13:51,48,5,155.71,0.00,778.55
7691,1880,2025-08-14T20:13:51,218,1,259.73,0.00,259.73
7692,1880,2025-08-14T20:13:51,744,3,117.43,0.00,352.29
7693,1880,2025-08-14T20:13:51,566,1,477.56,0.00,477.56
7694,1880,2025-08-14T20:13:51,687,2,52.65,0.00,105.30
7695,1881,2026-06-19T04:43:28,491,2,111.64,0.00,223.28
7696,1881,2026-06-19T04:43:28,116,1,226.71,0.00,226.71
7697,1882,2026-03-25T02:52:30,703,1,81.00,4.05,76.95
7698,1882,2026-03-25T02:52:30,668,2,53.34,0.00,106.68
7699,1882,2026-03-25T02:52:30,849,1,153.92,0.00,153.92
7700,1882,2026-03-25T02:52:30,126,2,452.46,0.00,904.92
7701,1883,2026-05-03T21:23:59,37,1,320.12,0.00,320.12
7702,1883,2026-05-03T21:23:59,303,1,330.26,0.00,330.26
7703,1884,2024-09-14T16:27:35,800,1,232.85,0.00,232.85
7704,1884,2024-09-14T16:27:35,103,1,250.95,0.00,250.95
7705,1884,2024-09-14T16:27:35,861,3,438.68,0.00,1316.04
7706,1885,2025-08-19T21:25:30,947,2,253.29,0.00,506.58
7707,1885,2025-08-19T21:25:30,711,1,416.71,0.00,416.71
7708,1885,2025-08-19T21:25:30,960,1,379.99,0.00,379.99
7709,1885,2025-08-19T21:25:30,680,1,491.61,0.00,491.61
7710,1885,2025-08-19T21:25:30,88,1,123.37,0.00,123.37
7711,1885,2025-08-19T21:25:30,939,1,433.20,0.00,433.20
7712,1886,2026-06-25T18:24:58,796,1,250.55,12.53,238.02
7713,1886,2026-06-25T18:24:58,890,2,215.51,0.00,431.02
7714,1886,2026-06-25T18:24:58,120,4,259.34,51.87,985.49
7715,1886,2026-06-25T18:24:58,368,1,194.69,0.00,194.69
7716,1886,2026-06-25T18:24:58,200,1,57.23,0.00,57.23
7717,1887,2026-04-08T20:59:05,644,1,473.03,23.65,449.38
7718,1887,2026-04-08T20:59:05,614,2,157.72,0.00,315.44
7719,1888,2025-10-15T04:55:50,536,3,169.73,0.00,509.19
7720,1888,2025-10-15T04:55:50,167,1,262.31,0.00,262.31
7721,1888,2025-10-15T04:55:50,107,1,204.30,10.22,194.08
7722,1889,2026-06-22T05:06:30,983,2,347.76,0.00,695.52
7723,1889,2026-06-22T05:06:30,231,1,135.80,0.00,135.80
7724,1889,2026-06-22T05:06:30,959,1,482.08,0.00,482.08
7725,1889,2026-06-22T05:06:30,505,2,189.69,18.97,360.41
7726,1890,2026-01-24T14:01:37,20,1,222.23,0.00,222.23
7727,1890,2026-01-24T14:01:37,453,5,445.41,0.00,2227.05
7728,1890,2026-01-24T14:01:37,878,1,291.56,0.00,291.56
7729,1890,2026-01-24T14:01:37,574,1,7.98,0.00,7.98
7730,1890,2026-01-24T14:01:37,946,3,128.30,0.00,384.90
7731,1891,2022-02-23T16:13:49,798,1,369.68,0.00,369.68
7732,1891,2022-02-23T16:13:49,888,1,95.27,0.00,95.27
7733,1891,2022-02-23T16:13:49,804,1,96.94,0.00,96.94
7734,1891,2022-02-23T16:13:49,692,1,316.75,0.00,316.75
7735,1892,2026-06-08T07:05:18,272,1,291.14,0.00,291.14
7736,1892,2026-06-08T07:05:18,624,1,26.21,0.00,26.21
7737,1892,2026-06-08T07:05:18,266,1,194.96,0.00,194.96
7738,1893,2022-07-04T07:59:10,640,1,214.05,0.00,214.05
7739,1893,2022-07-04T07:59:10,616,1,17.58,0.00,17.58
7740,1893,2022-07-04T07:59:10,797,1,397.18,39.72,357.46
7741,1893,2022-07-04T07:59:10,379,1,142.86,7.14,135.72
7742,1893,2022-07-04T07:59:10,296,1,339.67,0.00,339.67
7743,1893,2022-07-04T07:59:10,960,3,376.17,0.00,1128.51
7744,1893,2022-07-04T07:59:10,332,1,319.41,0.00,319.41
7745,1894,2026-05-30T18:17:20,635,1,506.33,0.00,506.33
7746,1894,2026-05-30T18:17:20,886,1,369.61,0.00,369.61
7747,1894,2026-05-30T18:17:20,258,1,7.09,0.00,7.09
7748,1894,2026-05-30T18:17:20,383,1,403.70,0.00,403.70
7749,1894,2026-05-30T18:17:20,106,1,448.30,0.00,448.30
7750,1894,2026-05-30T18:17:20,177,1,41.04,0.00,41.04
7751,1895,2026-06-11T21:35:32,724,4,172.18,0.00,688.72
7752,1895,2026-06-11T21:35:32,117,1,351.47,17.57,333.90
7753,1895,2026-06-11T21:35:32,321,1,476.03,0.00,476.03
7754,1895,2026-06-11T21:35:32,139,1,316.58,31.66,284.92
7755,1895,2026-06-11T21:35:32,192,1,192.35,0.00,192.35
7756,1896,2026-03-31T01:52:04,801,1,426.33,21.32,405.01
7757,1896,2026-03-31T01:52:04,253,1,416.46,0.00,416.46
7758,1896,2026-03-31T01:52:04,498,2,220.64,0.00,441.28
7759,1896,2026-03-31T01:52:04,695,1,106.80,0.00,106.80
7760,1896,2026-03-31T01:52:04,928,1,114.78,11.48,103.30
7761,1896,2026-03-31T01:52:04,659,1,280.61,0.00,280.61
7762,1896,2026-03-31T01:52:04,401,1,171.62,0.00,171.62
7763,1897,2024-08-25T20:48:59,101,2,11.57,0.00,23.14
7764,1897,2024-08-25T20:48:59,442,1,65.75,0.00,65.75
7765,1897,2024-08-25T20:48:59,665,1,103.32,10.33,92.99
7766,1898,2023-04-01T12:09:12,14,1,239.48,0.00,239.48
7767,1898,2023-04-01T12:09:12,617,1,264.04,39.61,224.43
7768,1898,2023-04-01T12:09:12,12,1,173.30,0.00,173.30
7769,1899,2026-04-22T11:40:56,801,1,425.23,0.00,425.23
7770,1899,2026-04-22T11:40:56,961,1,476.66,0.00,476.66
7771,1899,2026-04-22T11:40:56,88,2,116.52,0.00,233.04
7772,1900,2026-06-29T10:13:46,935,2,398.39,0.00,796.78
7773,1900,2026-06-29T10:13:46,273,1,238.37,0.00,238.37
7774,1901,2024-07-11T16:06:25,77,1,421.06,0.00,421.06
7775,1901,2024-07-11T16:06:25,804,1,95.18,0.00,95.18
7776,1902,2025-03-26T01:37:30,318,1,103.44,0.00,103.44
7777,1902,2025-03-26T01:37:30,440,3,110.18,0.00,330.54
7778,1902,2025-03-26T01:37:30,985,1,248.98,0.00,248.98
7779,1902,2025-03-26T01:37:30,909,3,437.83,0.00,1313.49
7780,1902,2025-03-26T01:37:30,537,1,102.48,0.00,102.48
7781,1902,2025-03-26T01:37:30,693,1,24.03,0.00,24.03
7782,1902,2025-03-26T01:37:30,278,1,414.91,0.00,414.91
7783,1903,2026-06-28T22:21:37,55,1,20.92,0.00,20.92
7784,1903,2026-06-28T22:21:37,705,1,104.20,10.42,93.78
7785,1903,2026-06-28T22:21:37,452,1,199.99,40.00,159.99
7786,1903,2026-06-28T22:21:37,927,2,439.18,0.00,878.36
7787,1903,2026-06-28T22:21:37,297,1,180.29,0.00,180.29
7788,1903,2026-06-28T22:21:37,221,2,263.07,105.23,420.91
7789,1904,2024-12-29T23:03:15,761,1,330.13,0.00,330.13
7790,1904,2024-12-29T23:03:15,533,3,206.62,0.00,619.86
7791,1904,2024-12-29T23:03:15,150,1,336.24,0.00,336.24
7792,1904,2024-12-29T23:03:15,642,2,24.29,0.00,48.58
7793,1905,2026-05-03T13:40:13,883,1,408.74,20.44,388.30
7794,1905,2026-05-03T13:40:13,628,1,71.62,0.00,71.62
7795,1905,2026-05-03T13:40:13,730,1,85.57,4.28,81.29
7796,1905,2026-05-03T13:40:13,166,1,313.13,0.00,313.13
7797,1905,2026-05-03T13:40:13,586,1,435.40,0.00,435.40
7798,1906,2025-08-06T04:18:31,693,1,23.29,0.00,23.29
7799,1906,2025-08-06T04:18:31,562,1,291.71,0.00,291.71
7800,1906,2025-08-06T04:18:31,940,1,276.63,0.00,276.63
7801,1907,2026-06-01T01:44:17,952,5,477.75,119.44,2269.31
7802,1908,2026-03-09T17:52:28,541,1,183.16,0.00,183.16
7803,1908,2026-03-09T17:52:28,864,3,418.39,125.52,1129.65
7804,1908,2026-03-09T17:52:28,77,1,450.01,0.00,450.01
7805,1908,2026-03-09T17:52:28,922,2,315.39,0.00,630.78
7806,1909,2025-06-06T08:33:32,150,3,341.79,0.00,1025.37
7807,1909,2025-06-06T08:33:32,823,1,459.60,0.00,459.60
7808,1909,2025-06-06T08:33:32,446,1,406.30,0.00,406.30
7809,1909,2025-06-06T08:33:32,351,1,120.47,0.00,120.47
7810,1909,2025-06-06T08:33:32,843,4,197.49,0.00,789.96
7811,1910,2024-02-01T12:24:58,170,1,154.10,23.12,130.98
7812,1910,2024-02-01T12:24:58,577,1,286.74,43.01,243.73
7813,1910,2024-02-01T12:24:58,299,1,215.83,0.00,215.83
7814,1910,2024-02-01T12:24:58,265,2,316.94,0.00,633.88
7815,1910,2024-02-01T12:24:58,962,1,505.99,0.00,505.99
7816,1911,2026-05-09T12:28:27,163,1,29.07,0.00,29.07
7817,1911,2026-05-09T12:28:27,964,1,318.06,0.00,318.06
7818,1911,2026-05-09T12:28:27,28,2,21.98,0.00,43.96
7819,1911,2026-05-09T12:28:27,204,1,214.61,0.00,214.61
7820,1911,2026-05-09T12:28:27,375,2,509.21,0.00,1018.42
7821,1912,2026-06-29T23:54:00,227,1,483.15,0.00,483.15
7822,1912,2026-06-29T23:54:00,260,3,143.76,0.00,431.28
7823,1912,2026-06-29T23:54:00,658,1,447.04,0.00,447.04
7824,1912,2026-06-29T23:54:00,61,3,385.48,231.29,925.15
7825,1912,2026-06-29T23:54:00,554,1,164.82,0.00,164.82
7826,1912,2026-06-29T23:54:00,407,3,385.19,0.00,1155.57
7827,1912,2026-06-29T23:54:00,565,1,401.74,0.00,401.74
7828,1913,2026-03-12T02:28:15,347,1,385.36,0.00,385.36
7829,1913,2026-03-12T02:28:15,908,5,387.98,0.00,1939.90
7830,1913,2026-03-12T02:28:15,331,1,437.52,0.00,437.52
7831,1914,2026-06-28T19:34:20,558,1,84.55,0.00,84.55
7832,1914,2026-06-28T19:34:20,438,1,188.11,0.00,188.11
7833,1914,2026-06-28T19:34:20,581,1,249.45,0.00,249.45
7834,1915,2026-06-29T21:27:10,397,1,237.61,0.00,237.61
7835,1916,2025-07-02T12:00:10,662,1,36.11,7.22,28.89
7836,1916,2025-07-02T12:00:10,205,1,232.79,11.64,221.15
7837,1916,2025-07-02T12:00:10,511,2,57.68,0.00,115.36
7838,1916,2025-07-02T12:00:10,852,1,35.25,0.00,35.25
7839,1916,2025-07-02T12:00:10,582,4,237.93,0.00,951.72
7840,1916,2025-07-02T12:00:10,203,1,94.52,9.45,85.07
7841,1916,2025-07-02T12:00:10,747,2,500.54,0.00,1001.08
7842,1917,2026-06-08T04:11:02,320,2,369.71,73.94,665.48
7843,1917,2026-06-08T04:11:02,916,1,208.25,0.00,208.25
7844,1917,2026-06-08T04:11:02,826,1,224.97,22.50,202.47
7845,1917,2026-06-08T04:11:02,933,1,364.20,0.00,364.20
7846,1918,2026-06-12T02:47:12,836,1,112.42,0.00,112.42
7847,1918,2026-06-12T02:47:12,668,1,49.96,0.00,49.96
7848,1918,2026-06-12T02:47:12,662,1,38.11,0.00,38.11
7849,1918,2026-06-12T02:47:12,269,1,360.83,0.00,360.83
7850,1919,2025-08-18T10:50:30,371,2,79.86,0.00,159.72
7851,1919,2025-08-18T10:50:30,868,1,138.38,13.84,124.54
7852,1919,2025-08-18T10:50:30,619,4,360.41,72.08,1369.56
7853,1919,2025-08-18T10:50:30,694,1,79.97,4.00,75.97
7854,1919,2025-08-18T10:50:30,215,1,456.95,0.00,456.95
7855,1919,2025-08-18T10:50:30,368,1,192.77,0.00,192.77
7856,1919,2025-08-18T10:50:30,251,2,299.61,59.92,539.30
7857,1919,2025-08-18T10:50:30,628,1,72.13,0.00,72.13
7858,1920,2023-03-03T22:16:27,520,1,489.82,0.00,489.82
7859,1920,2023-03-03T22:16:27,423,1,412.93,41.29,371.64
7860,1920,2023-03-03T22:16:27,769,1,109.89,0.00,109.89
7861,1920,2023-03-03T22:16:27,834,5,438.31,0.00,2191.55
7862,1921,2026-06-25T05:20:20,930,5,418.24,0.00,2091.20
7863,1921,2026-06-25T05:20:20,337,1,282.97,0.00,282.97
7864,1921,2026-06-25T05:20:20,483,1,452.50,0.00,452.50
7865,1922,2024-10-31T14:46:44,440,1,103.94,5.20,98.74
7866,1922,2024-10-31T14:46:44,934,1,66.77,0.00,66.77
7867,1922,2024-10-31T14:46:44,793,2,275.20,0.00,550.40
7868,1923,2025-12-29T06:42:17,925,1,468.89,0.00,468.89
7869,1923,2025-12-29T06:42:17,201,1,141.95,0.00,141.95
7870,1923,2025-12-29T06:42:17,546,1,446.77,0.00,446.77
7871,1923,2025-12-29T06:42:17,565,1,421.57,0.00,421.57
7872,1924,2025-05-13T22:39:47,428,1,269.56,0.00,269.56
7873,1924,2025-05-13T22:39:47,449,1,76.73,0.00,76.73
7874,1924,2025-05-13T22:39:47,845,1,307.57,0.00,307.57
7875,1924,2025-05-13T22:39:47,368,2,200.53,0.00,401.06
7876,1924,2025-05-13T22:39:47,445,2,95.96,38.38,153.54
7877,1925,2026-04-09T09:47:18,110,1,469.72,23.49,446.23
7878,1925,2026-04-09T09:47:18,636,1,46.34,6.95,39.39
7879,1925,2026-04-09T09:47:18,12,1,160.72,0.00,160.72
7880,1925,2026-04-09T09:47:18,748,5,245.73,0.00,1228.65
7881,1925,2026-04-09T09:47:18,614,1,162.34,0.00,162.34
7882,1925,2026-04-09T09:47:18,960,1,358.70,0.00,358.70
7883,1925,2026-04-09T09:47:18,561,1,116.84,0.00,116.84
7884,1926,2026-04-10T04:21:59,721,1,405.00,0.00,405.00
7885,1926,2026-04-10T04:21:59,937,1,355.14,53.27,301.87
7886,1927,2026-04-15T03:32:32,229,3,282.91,0.00,848.73
7887,1927,2026-04-15T03:32:32,302,2,327.95,0.00,655.90
7888,1927,2026-04-15T03:32:32,521,2,27.10,0.00,54.20
7889,1927,2026-04-15T03:32:32,41,2,130.38,0.00,260.76
7890,1927,2026-04-15T03:32:32,240,1,96.95,0.00,96.95
7891,1928,2026-06-28T10:40:26,464,1,355.91,0.00,355.91
7892,1929,2026-02-08T21:08:16,245,1,78.38,0.00,78.38
7893,1929,2026-02-08T21:08:16,42,2,455.45,0.00,910.90
7894,1929,2026-02-08T21:08:16,747,1,468.85,23.44,445.41
7895,1929,2026-02-08T21:08:16,259,1,508.64,0.00,508.64
7896,1929,2026-02-08T21:08:16,18,5,457.96,0.00,2289.80
7897,1929,2026-02-08T21:08:16,669,1,429.69,0.00,429.69
7898,1930,2026-05-11T10:22:34,227,1,466.35,0.00,466.35
7899,1930,2026-05-11T10:22:34,458,1,320.69,0.00,320.69
7900,1930,2026-05-11T10:22:34,761,1,332.76,0.00,332.76
7901,1931,2026-04-23T00:43:04,328,3,328.64,0.00,985.92
7902,1932,2026-06-07T18:21:24,586,1,447.20,0.00,447.20
7903,1932,2026-06-07T18:21:24,800,2,228.51,0.00,457.02
7904,1932,2026-06-07T18:21:24,736,1,253.31,0.00,253.31
7905,1932,2026-06-07T18:21:24,337,1,269.21,40.38,228.83
7906,1933,2024-11-18T03:59:15,398,5,222.42,0.00,1112.10
7907,1933,2024-11-18T03:59:15,161,1,230.32,0.00,230.32
7908,1933,2024-11-18T03:59:15,154,1,52.19,0.00,52.19
7909,1933,2024-11-18T03:59:15,280,1,220.19,0.00,220.19
7910,1933,2024-11-18T03:59:15,943,1,377.24,0.00,377.24
7911,1933,2024-11-18T03:59:15,953,1,132.68,0.00,132.68
7912,1934,2026-06-25T12:53:54,852,3,35.14,0.00,105.42
7913,1934,2026-06-25T12:53:54,251,2,300.18,0.00,600.36
7914,1934,2026-06-25T12:53:54,592,1,258.26,0.00,258.26
7915,1935,2026-04-15T22:41:36,363,1,390.41,39.04,351.37
7916,1935,2026-04-15T22:41:36,276,1,93.34,0.00,93.34
7917,1935,2026-04-15T22:41:36,175,1,497.72,0.00,497.72
7918,1936,2026-06-17T14:17:41,959,4,480.68,0.00,1922.72
7919,1936,2026-06-17T14:17:41,648,1,152.51,7.63,144.88
7920,1937,2026-06-10T03:54:40,702,5,28.99,0.00,144.95
7921,1937,2026-06-10T03:54:40,277,1,326.54,0.00,326.54
7922,1937,2026-06-10T03:54:40,979,1,339.78,0.00,339.78
7923,1937,2026-06-10T03:54:40,210,2,168.01,0.00,336.02
7924,1937,2026-06-10T03:54:40,183,1,323.24,0.00,323.24
7925,1937,2026-06-10T03:54:40,588,1,273.41,13.67,259.74
7926,1937,2026-06-10T03:54:40,934,1,67.79,6.78,61.01
7927,1937,2026-06-10T03:54:40,765,2,408.47,0.00,816.94
7928,1938,2026-06-19T11:07:23,951,1,393.52,0.00,393.52
7929,1938,2026-06-19T11:07:23,592,1,255.36,0.00,255.36
7930,1938,2026-06-19T11:07:23,249,2,180.29,18.03,342.55
7931,1938,2026-06-19T11:07:23,499,1,94.33,0.00,94.33
7932,1939,2026-02-10T19:10:14,500,1,70.40,0.00,70.40
7933,1939,2026-02-10T19:10:14,974,3,424.89,0.00,1274.67
7934,1939,2026-02-10T19:10:14,295,1,221.66,0.00,221.66
7935,1939,2026-02-10T19:10:14,286,1,154.40,0.00,154.40
7936,1939,2026-02-10T19:10:14,413,1,54.54,0.00,54.54
7937,1939,2026-02-10T19:10:14,473,1,287.65,0.00,287.65
7938,1939,2026-02-10T19:10:14,587,5,189.62,0.00,948.10
7939,1940,2023-03-28T08:54:19,192,1,187.21,0.00,187.21
7940,1940,2023-03-28T08:54:19,810,1,142.97,0.00,142.97
7941,1941,2026-06-14T15:51:06,503,1,177.71,0.00,177.71
7942,1941,2026-06-14T15:51:06,468,4,250.26,0.00,1001.04
7943,1941,2026-06-14T15:51:06,486,1,454.69,45.47,409.22
7944,1941,2026-06-14T15:51:06,920,1,23.33,0.00,23.33
7945,1942,2026-06-27T20:10:40,772,1,106.55,0.00,106.55
7946,1942,2026-06-27T20:10:40,566,1,454.03,45.40,408.63
7947,1942,2026-06-27T20:10:40,458,1,340.57,0.00,340.57
7948,1942,2026-06-27T20:10:40,229,1,270.97,27.10,243.87
7949,1943,2026-06-23T17:45:00,144,1,238.52,0.00,238.52
7950,1943,2026-06-23T17:45:00,944,1,151.35,0.00,151.35
7951,1943,2026-06-23T17:45:00,950,5,202.98,50.75,964.15
7952,1944,2026-05-23T03:14:17,278,1,402.97,20.15,382.82
7953,1944,2026-05-23T03:14:17,268,2,158.81,31.76,285.86
7954,1944,2026-05-23T03:14:17,856,3,330.40,49.56,941.64
7955,1944,2026-05-23T03:14:17,245,1,78.43,0.00,78.43
7956,1945,2026-06-16T07:30:00,684,1,201.55,0.00,201.55
7957,1945,2026-06-16T07:30:00,902,2,55.94,5.59,106.29
7958,1945,2026-06-16T07:30:00,927,4,425.02,0.00,1700.08
7959,1946,2025-10-18T22:20:41,663,1,498.64,0.00,498.64
7960,1946,2025-10-18T22:20:41,116,1,237.63,23.76,213.87
7961,1946,2025-10-18T22:20:41,886,1,357.71,0.00,357.71
7962,1947,2026-05-14T19:16:48,200,2,57.59,0.00,115.18
7963,1947,2026-05-14T19:16:48,288,1,190.62,0.00,190.62
7964,1947,2026-05-14T19:16:48,178,1,70.88,0.00,70.88
7965,1948,2026-06-28T23:36:34,53,1,168.12,0.00,168.12
7966,1948,2026-06-28T23:36:34,194,1,398.09,0.00,398.09
7967,1948,2026-06-28T23:36:34,434,1,380.92,0.00,380.92
7968,1948,2026-06-28T23:36:34,14,2,245.94,0.00,491.88
7969,1948,2026-06-28T23:36:34,246,1,471.53,23.58,447.95
7970,1949,2025-09-18T03:53:46,151,1,171.26,0.00,171.26
7971,1949,2025-09-18T03:53:46,731,3,459.16,0.00,1377.48
7972,1949,2025-09-18T03:53:46,684,3,190.82,0.00,572.46
7973,1949,2025-09-18T03:53:46,216,1,423.04,0.00,423.04
7974,1950,2025-03-15T18:51:48,866,1,138.62,0.00,138.62
